PC1,PC2,PC3,PC4,PC5,PC6,compressive_strength
-0.34624344894581954,-0.1627556044751114,0.17807457456023496,-0.24462905460078277,0.44991090654239224,0.20405839277252366,42.23
-0.3363945923514898,-0.04537397648738116,0.025654747177360056,-0.1114808361646185,0.4213140852897948,0.2269487138919117,50.46
-0.36776794007732044,-0.06623554778884923,0.1403361445309687,-0.2502976435035674,0.43513707181235955,0.21552202138837875,41.54
-0.4368228662450759,-0.11092074454371482,0.17489287684906846,-0.2924396499073477,0.3057293423377585,-0.23070721828102178,35.08
-0.281336372483346,-0.31872292160827387,-0.08338076164370857,0.037556443718818486,-0.05680069819115696,-0.1550300707839904,15.05
-0.48896862932727647,0.3669574416591007,-0.016709027657740308,-0.2897852284540751,0.171944051356172,-0.20598413204365787,26.26
-0.4613140426859747,0.007233387408729627,0.12881723241863585,-0.2983346625960848,0.27931977956586745,-0.23135962216536554,32.82
-0.4132798072674731,0.3491775721681303,-0.02618920501611134,-0.2480933156035649,0.3186964921739035,0.23636907324872716,33.12
-0.34981938343447305,0.041717168865085405,-0.01020865417621565,-0.11171758076829819,0.4016289632272016,0.2340502002197984,49.19
-0.3346883673495982,0.22400520577827865,-0.29558697283239516,0.038780520024077864,-0.19488608851258168,-0.10120305295036325,14.59
-0.3221277138229646,0.09259175078647455,-0.20029179933339036,0.16866744527755173,-0.08213516847868399,-0.14547338645358615,14.64
-0.32348956485186275,0.09121111965543177,-0.19927730346901934,0.168126216967662,-0.09280008983313714,-0.17186690828940931,9.13
-0.46710627142027256,0.13634714741476087,0.07363233399295495,-0.29289136850501446,0.2932560935653215,-0.10063377550131014,33.02
-0.2568969682491548,-0.2601745941243456,-0.07094419534985898,0.22224445474167753,0.008668197603776842,-0.1857203917684741,9.87
-0.47887197043822216,0.13079408947408597,0.07973228770041757,-0.2999501411658356,0.2470710928048399,-0.22734412545609814,30.28
-0.4366417882362058,0.317780227307987,-0.12105701879607185,-0.12722688594527093,0.21691282202939752,-0.0933360511019911,40.86
-0.20998687694445106,-0.44919908612772375,0.05918343984391812,-0.05862486976933306,-0.22263146479962181,0.10644415812280046,71.99
-0.21034475129175112,0.1657454439825267,0.3490951060725247,0.01742598233348798,-0.23459085097986798,-0.10046803997050281,34.4
-0.30689552253672486,0.27151269037383585,0.1562479732803786,-0.37738384909003,-0.29997180108896593,-0.054383322349844054,28.8
0.005619586614439148,0.02540922909579834,0.49468115686187664,0.3041287369344337,-0.2533432928426356,-0.06304616173628814,33.4
0.008669844830190038,-0.0037533524521289746,0.4807319623334376,0.08703803591751318,-0.3492114700771495,-0.025584902274619334,36.3
-0.21651813542109732,0.005021601941459133,0.48180487491019364,0.12326144582848085,-0.025955365818231303,-0.1617532080639059,37.8
-0.037408710875238865,0.0013366676575103029,0.3824065409131547,0.4019153691176354,-0.21085507674115134,-0.08954627621164778,28.1
-0.05796639121820819,0.2732600089515602,0.374944491804137,0.31033664117382537,-0.3004199643749673,-0.06398448094081129,25.2
-0.05985460809733917,-0.08783590534655793,0.34673865493010547,0.20036499861703538,-0.3420100599657128,-0.0398190860715497,41.1
-0.17159004406076334,0.1644919760807594,0.3437249927826331,-0.0009525339267604932,-0.2989717654560032,-0.07347716126988367,35.3
-0.2917285346743381,0.3882447959636064,0.2856508311079892,-0.200472965827574,-0.20036679053304068,-0.10469153569299716,28.3
-0.11498423870849392,-0.0017637579772464412,0.24967271385461792,-0.4216136426261416,-0.4504178391467407,0.0331904952602666,28.6
-0.1066823933127336,0.16448608599373146,0.1792350668523731,0.05504248038457857,-0.4876092320391561,0.0026890737244973754,24.4
-0.24139518945588728,0.15192204280334617,0.46774101334350376,-0.05884254496687317,-0.07967634716703276,-0.14603418367709814,39.3
0.014600899491491452,0.1740639663503527,0.49595374362821404,-0.017416024072042832,-0.42343861487588763,0.009067376300054403,40.6
-0.22395822208548843,0.18254697054897184,0.26598971188221443,0.004577351018981102,-0.23683421514721675,-0.10773877264180301,24.1
-0.20913817150887276,0.16701108789935484,0.3476805000814919,0.01807163570849961,-0.22425913191961755,-0.07522961714343725,46.2
-0.3057409310613677,0.2726050246059029,0.15510174937691226,-0.3765297050541507,-0.29051324312698856,-0.03138151041136479,42.8
0.006503637903560122,0.026573526443872418,0.49342752264228085,0.3045212974635068,-0.24459262162808182,-0.0416657954552717,49.2
0.009567096962795084,-0.002551102444637479,0.47946014003972703,0.08756161576953449,-0.3402480876792538,-0.0038507864499383523,46.8
-0.21538090340445937,0.006334769330023846,0.48038703888769674,0.12379990102789272,-0.01635360318404091,-0.13787451260321593,55.6
-0.03645912427977245,0.0025697581081847998,0.3811540169371423,0.40225516434521513,-0.20172602921229757,-0.06717637049787306,34.9
-0.057004287060345896,0.2743238463781617,0.37369699123753447,0.3107333092304341,-0.2912377578919432,-0.041636447051748224,33.4
-0.058818150291165563,-0.08644346051836156,0.3454018163376426,0.2008518879461238,-0.3320916375096556,-0.0158044683424648,54.1
-0.17042854166067184,0.1657451673684025,0.3423331338936704,-0.0002993285471696444,-0.28870973030263075,-0.048546767467176746,55.9
-0.29056929707244306,0.38926919188201314,0.2844039754102979,-0.19972599544032366,-0.19086719580654796,-0.08139828708838202,49.8
-0.11406456136735037,-0.0006243738948512392,0.24859892201028388,-0.4208417648352035,-0.4418583445860759,0.05380748307053627,47.1
-0.10559207671988187,0.1657179279659526,0.17799487038290845,0.0556429326919001,-0.4773977416623365,0.0271083058384012,38.0
-0.2402466976915974,0.1531260954576029,0.4663413149440914,-0.05817895662585732,-0.07008385146255748,-0.1222829845582771,56.1
0.015446837920912913,0.17510404528721346,0.4947575774370179,-0.016862148023432083,-0.4149455892024426,0.029574673929348705,59.09
-0.17042854166067184,0.1657451673684025,0.3423331338936704,-0.0002993285471696444,-0.28870973030263075,-0.048546767467176746,22.9
-0.22272262591805214,0.18381483483882194,0.26462045198445394,0.00524126733685229,-0.22635932074958304,-0.0821545904923869,35.1
-0.2008392860415395,0.17220411561397986,0.3367590389198024,0.02042814000890468,-0.16787197916635196,0.056134068550319216,61.09
-0.29701186654082234,0.2760241380590275,0.14816866528661227,-0.3687645973182889,-0.23829332614201404,0.08813529032947845,59.8
0.010620657077127574,0.03292329446489431,0.4829675994923358,0.3032314626749143,-0.19680345795606105,0.06970646825305965,60.29
0.01370537453030575,0.00427893316084043,0.46890368583511066,0.0888861662436239,-0.2903882726513685,0.1089663332806762,61.8
-0.20757633987373258,0.013737425769737133,0.4683197930361067,0.12451894590173694,0.03369204116249383,-0.012711394195133691,68.3
-0.03162209715880412,0.009536551657288637,0.37146689326377763,0.3994133272638437,-0.1522374292271354,0.049493812862894816,50.7
-0.0518976448230669,0.27770610713251637,0.36411180931065756,0.30910034252980584,-0.24058277827704566,0.07466640041684802,55.5
-0.05329811396314987,-0.07755687273555424,0.33521835480703227,0.200381539732451,-0.2767920224646425,0.10865580093052737,68.5
-0.16288230429707884,0.17092138182332903,0.3316715923025234,0.002345167344871335,-0.23193505933080816,0.0809237300157369,71.3
-0.2819212066229569,0.39102870443584264,0.2755367285127594,-0.19434880443943986,-0.1394528822781109,0.04013743771485562,74.7
-0.10869782047498579,0.005813574339965537,0.24141488164768932,-0.4137445290852278,-0.39349217564819927,0.16045914923649077,52.2
-0.09923505213820699,0.17083346606722588,0.17018792589787107,0.057377482939663466,-0.41874236727380737,0.15308979553457575,67.7
-0.23212356389192312,0.15832063107805172,0.45456835319537,-0.054760917056206386,-0.019482603930487688,0.0020489520421469974,66.0
0.019329841497663813,0.17953584357913943,0.4848755444049194,-0.01434663109193561,-0.36719164414854477,0.13588054507186126,74.5
-0.21404697040020249,0.18876396400157525,0.25491490622448854,0.007830688901140262,-0.16915058675935898,0.051051271585499505,49.9
-0.18588745694575515,0.1753809050083911,0.3149853653304501,0.021006557379192548,-0.09210022893590682,0.21851235190661833,63.4
-0.2796720284053703,0.27491433942680077,0.13722568239220861,-0.3512046580893084,-0.16605786494615435,0.23674966318241142,64.9
0.014624962551610124,0.041592301594605446,0.4603729002899665,0.29359724295554196,-0.13140947712222045,0.2097535313935304,64.3
0.0176187429470072,0.01421414865247058,0.44623178712842393,0.08718924314170722,-0.22019184067396239,0.24967232660044852,64.9
-0.1934316799794304,0.024279299981951843,0.4422755890549229,0.12050624062135369,0.09608468595710308,0.1449874829054581,72.3
-0.02582352297636289,0.019559293098491116,0.3517944504192241,0.38486221730557274,-0.0856316730548463,0.1959902091746587,55.2
-0.04527400148516948,0.27679671838696873,0.3447469987498171,0.2982380721534505,-0.1703942276688581,0.22010214832056754,66.1
-0.04614590679954785,-0.06266480006864315,0.3149868849054853,0.19273558397752305,-0.1994554999801466,0.2620189019782262,73.7
-0.10053908140446613,0.015145892874335903,0.2285131742588818,-0.3973614881260931,-0.32337753485132564,0.29313259110659184,54.9
-0.08975557742340692,0.17414271157300013,0.15734249716117837,0.056272623575116684,-0.33312002859271117,0.30669153034974905,72.99
-0.21696048245165478,0.16225464702214293,0.4293428253083525,-0.050593290159798576,0.045054766626507405,0.15839554171845027,71.7
-0.19813698603275914,0.1910485416929596,0.23695925111802152,0.009019239540039165,-0.09230982139479527,0.215562642144814,59.89
-0.16463054377744712,0.17460575102497314,0.2822342858082473,0.018688516982168543,-0.006485905183284492,0.3857426474428669,64.9
-0.2530047540831737,0.26676651394086653,0.12270249797076298,-0.32245858539380046,-0.08064001829958434,0.39292181430413076,66.6
0.017369366959738855,0.05182857384944413,0.4234893018087165,0.2725585182657086,-0.05400894968753368,0.3603877112528451,65.2
0.020112701550207224,0.026657736940997365,0.4094738690487215,0.08092220788148453,-0.13493745351897934,0.3991554966667453,66.7
-0.17295453201131872,0.037016745350143224,0.4009063539134676,0.11002925632614897,0.16155325389140376,0.31257489987672393,74.19
-0.019992490998579464,0.03192686881593956,0.3209729768924551,0.3549657390543874,-0.00868285223677023,0.3523922108691636,57.6
-0.03792562652569526,0.2690823764732132,0.31448691236141046,0.2751167816509364,-0.0868467539208711,0.37459333864904976,68.1
-0.03830764295868879,-0.04221549336149141,0.28421358647566963,0.17575554060738752,-0.10775092765556651,0.4204396609173755,75.5
-0.08982130442840697,0.026896642115682393,0.20935036928497597,-0.3695848368273879,-0.23508825864301008,0.43447309054219363,56.5
-0.07789258019537379,0.17374107508693076,0.14000090740955376,0.051007108122797476,-0.2279078380435451,0.4628785189935499,76.8
-0.1945945120953595,0.16313229717179245,0.38935712090070135,-0.046337102138549593,0.11467845732913284,0.3242774618708941,73.3
-0.17536086421986413,0.18864887288758592,0.2111235543840959,0.007748399013696311,-0.005745115246326489,0.3844706919001286,67.8
0.16292710977085195,-0.11136644216145582,-0.15027176511169987,0.18024553827311984,0.030984837096524043,-0.2321724971046563,11.58
0.1649697157552284,-0.10722287892495778,-0.1525921394829634,0.18120855765991056,0.05733685479758433,-0.16575406988000127,24.45
0.16594251336747667,-0.10075864703118188,-0.15388890889278095,0.18059386611669415,0.09007255099886993,-0.08116480675061027,24.89
0.16294158019309463,-0.08486101377358142,-0.1514182869560512,0.17392445955145663,0.15017621634942457,0.08051103796820303,29.45
0.1492251012958159,-0.056851476939742754,-0.13821972988699793,0.15411294785889834,0.224181759447632,0.29291248055587504,40.71
0.1338959194970773,-0.09275168404018107,-0.116443776383212,0.1620782399731845,0.09748220256254467,-0.258707493888103,10.38
0.13605056956089284,-0.08865830414707347,-0.118894924405569,0.16310858967466302,0.1236907086698686,-0.19193065310689175,22.14
0.13737204505665418,-0.08238957080362237,-0.12060006497440558,0.16270240205849318,0.15573423750251536,-0.10669238518099662,22.84
0.13565508123714104,-0.0672650925364665,-0.11963419453542527,0.15680256754253535,0.21297747447295146,0.05674267175091753,27.66
0.12488780955260657,-0.04110136941303205,-0.1098887488389418,0.13877622874367568,0.2801037569677222,0.27236062117698123,34.56
0.2743908507173353,-0.12229237437749936,-0.15282521030885332,0.2092887741670525,-0.1629811370465394,-0.14728804150870445,12.45
0.2760073297795263,-0.11828180790049485,-0.1550804918445881,0.21014885473009776,-0.13691113568546215,-0.08356771711851058,24.99
0.2757746659961699,-0.11198825196060962,-0.15639207693502094,0.20932762087947349,-0.10310374618650837,-0.002944837139067992,25.72
0.26843607584433643,-0.09635525210409389,-0.15421206708886465,0.20198790928622457,-0.036467115548106575,0.1500327955884063,33.96
0.2445876681017649,-0.06829983774563726,-0.1417105982324634,0.18044491085532988,0.05573271149157328,0.3498813197966184,37.34
0.32101190484795444,-0.14679377162657414,-0.21151975357885,-0.08104704106884708,-0.20601424286550676,-0.12394346830690453,15.04
0.3224672672832052,-0.1427527380570669,-0.21356273900935702,-0.07922017780172987,-0.18009551209847094,-0.0610100140429866,21.06
0.3217610980139072,-0.13627763934019121,-0.2142379487966341,-0.07679068258525643,-0.1461932980257481,0.018480513883601883,26.4
0.31268857439969533,-0.11984676594310441,-0.20972469295770446,-0.07181853780461793,-0.07844524659621047,0.16902845498131908,35.34
0.2847310608557202,-0.08972411440303478,-0.19176508045085672,-0.06455854128095917,0.017321887175979107,0.3654435854946514,40.57
0.24289026029241273,-0.13948887534542764,-0.20874981641118606,-0.10377960012276355,-0.06422939765258376,-0.18902887057526702,12.47
0.2446338954781031,-0.13528654722805944,-0.21084610545049087,-0.10179606204933514,-0.037768647943077986,-0.12336336403454623,20.92
0.24466731977531803,-0.12856038839931178,-0.2114571837192863,-0.09899406221031253,-0.004174970341182003,-0.04003380447094309,24.9
0.23819097455195726,-0.111585684662788,-0.20647007023979602,-0.09280972632169618,0.059764916904382716,0.11845846535678117,34.2
0.2164503154982702,-0.08092707771273984,-0.1874672571839739,-0.08299789586589595,0.14334593810525378,0.3254103398357022,39.61
0.17598912853147197,-0.121966656848372,-0.18611657116361474,-0.12167204307205623,0.05472982460498813,-0.23810661970680888,10.03
0.1779782755913672,-0.11780731527572512,-0.18829960792911243,-0.11961468450366187,0.08087083719225963,-0.17198626124584576,20.08
0.17880155321363428,-0.11125491341026318,-0.18917173535620957,-0.1165842433107275,0.11317307226376612,-0.08772410478079043,24.48
0.17526703109648595,-0.09497641412397383,-0.18513885335096297,-0.10956421056715623,0.17197915695611743,0.07355028713840539,31.54
0.16031939398311723,-0.06600219741494605,-0.1683427527746319,-0.09785833896589671,0.2433802068410399,0.28603945506447304,35.34
0.34456162108903987,-0.1279889612120716,-0.17133726521123588,-0.08254304854550915,-0.22603307934061684,-0.11563659520091055,9.45
0.34593697158905473,-0.12408612285690736,-0.17349068467718304,-0.0807425806561451,-0.20048828511775826,-0.053772205751217064,22.72
0.3450553522787585,-0.11795169703489154,-0.1746336838839786,-0.07833937122087142,-0.16694827559299982,0.024347882302634988,28.47
0.3353954054037996,-0.10264371554073741,-0.17199104882462807,-0.07338837713679308,-0.09945654576949164,0.17242963088249805,38.56
0.3059617633173283,-0.07486538869719699,-0.15842699423612427,-0.06607338284454747,-0.002843214384506125,0.36636369046473516,40.39
0.3538126988004882,-0.09165384090262478,-0.28415856325191813,-0.12407094030845564,-0.023984210159680802,-0.19912804123222277,10.76
0.3551581141503146,-0.0878784058851894,-0.28594710525606837,-0.12214200095528557,0.0008490773772269339,-0.13714800539597086,25.48
0.35419017600944475,-0.08215016696257167,-0.28589213457305246,-0.11930284644885072,0.03215264616308482,-0.058325496919316475,21.54
0.3442142705342461,-0.06835713464981609,-0.27872592119312994,-0.11268876404052161,0.09133377982884364,0.09281395921574725,28.63
0.3140203124057599,-0.04411368307195407,-0.25448279173031374,-0.10143160177565372,0.1685371065001289,0.2944528467481009,33.54
-0.1062046544267192,0.00011107757189635081,-0.1385443355198388,-0.03476544538668923,-0.2660121892893944,-0.1108541998736394,18.0
-0.10302212953486073,0.004034610975880815,-0.1409833967630582,-0.03293688512758329,-0.23722070594993594,-0.04173102316336172,30.39
-0.09855603731487216,0.009413926377954338,-0.1423681937944436,-0.030867959322560038,-0.19906861728937325,0.045217485356873734,45.71
-0.08883712129716279,0.02078085681118525,-0.13992173580978196,-0.027697508982602773,-0.12207573182228257,0.20749721304539406,50.77
-0.07385437260137437,0.037721268755048186,-0.12676989377314274,-0.025098073241562713,-0.013746103935132571,0.411395952990382,53.9
-0.10950035595802989,-0.0017009992866391793,-0.1425321874985051,-0.034609593852161266,-0.2640071996871034,-0.11160610664794185,13.18
-0.10629953039020096,0.002235937899326808,-0.14495758162594263,-0.03277912904971603,-0.2351799425308328,-0.04237793921041437,17.84
-0.10178212036889715,0.00764806869442855,-0.14628733683922324,-0.030709871438455282,-0.19699578311700702,0.0447042895144318,40.23
-0.09188451031396036,0.0191220774904707,-0.1436265265640178,-0.02754524215833521,-0.11999336088092238,0.20721659600910414,47.13
-0.07651667238754342,0.036283025885261506,-0.1299918555642422,-0.02496567344536718,-0.011785252759255814,0.4113264792487451,49.97
0.19740420829195693,-0.10940510775742672,-0.15757475995335313,-0.12272163377194367,0.03592585055338837,-0.231607706756439,13.36
0.1993092658029209,-0.10532068455695252,-0.15985197682171898,-0.12067469321373371,0.06197263557207786,-0.16592693472738884,22.32
0.1998897400908679,-0.09896993923216098,-0.1610760508306528,-0.11765443161683473,0.09430863408027129,-0.08226173208665756,24.54
0.1954785123425848,-0.08338313772342408,-0.15840355493038422,-0.11063982074535894,0.1536684946659791,0.07784657956559347,31.35
0.1785005649948067,-0.055890531039968105,-0.144743232841068,-0.09889456898245041,0.22684506950110964,0.28896500077523146,40.86
0.19940399221813682,-0.09607779702050136,-0.05967919397723874,0.1572407271267942,0.017812607855546444,-0.22740157321052987,19.93
0.20134859341697492,-0.09182042461921518,-0.06241078377526807,0.15829603490800898,0.04516987006117189,-0.15856085445043092,25.69
0.2017863529872846,-0.08525320571805088,-0.06483493607467977,0.15785037854312428,0.07920399516829567,-0.07099590203682885,30.23
0.19658599910701852,-0.06935243114356889,-0.06633160598115599,0.15170444545986916,0.14165431338025825,0.09550592083910114,39.59
0.17790787511332457,-0.04199311842491374,-0.06211028349777378,0.13325418139112216,0.21809342828598366,0.3112526963761062,44.3
0.1716440802756498,-0.12037520089822713,-0.08308114967755816,0.16979343641165678,0.029109258638038874,-0.2312012135093906,13.82
0.17366883692878676,-0.11614217305853976,-0.0856711832542023,0.17079646364458745,0.05577474672083134,-0.16400216064614045,24.92
0.17451467755467076,-0.10946960364172999,-0.08778610849268341,0.17027042500462447,0.08889660303778395,-0.07844791041026397,29.22
0.1709719892826681,-0.09291518415144286,-0.08830106756574028,0.16389813820642624,0.14964104592994038,0.08481784985455133,38.33
0.15602098213102267,-0.06361559909532073,-0.08193060529351757,0.14482230677794655,0.22417561606029535,0.29839170796497283,42.35
0.2980030369380683,-0.13370347838167607,-0.10411637894025032,0.20041467478561092,-0.20134599906349285,-0.12868370733575074,13.54
0.2995383335622776,-0.12966469789956736,-0.10653321706487114,0.20130494026993062,-0.17520617943198172,-0.06517122620505937,26.31
0.2990487346611429,-0.12326107521448533,-0.10839512873572672,0.20059209386355398,-0.14104511065092323,0.01506396318744024,31.64
0.29075202534425804,-0.10718999144637752,-0.10830562347788163,0.19366769620649588,-0.07292064595801188,0.16695587109796436,42.55
0.26465638556164994,-0.07807114810555056,-0.10068931468601965,0.17308347454015988,0.022950241847355373,0.36472836034038447,42.92
0.31733832010464214,-0.1166568363974217,-0.07019558320486162,0.1993138087218141,-0.2138178011591793,-0.12313500572100214,13.33
0.31880412043031414,-0.1127463642960453,-0.07269500405187203,0.20020736006119638,-0.18805163239896813,-0.060627782645918726,25.37
0.31816936255836004,-0.10665680154548328,-0.07492738382935234,0.19956144123891867,-0.15429853842635777,0.018333366752590608,37.4
0.3093980789575069,-0.09161593827240315,-0.07634283208437144,0.19293538581595188,-0.08666178501136262,0.16798466236937895,44.4
0.2821114901173385,-0.06463642269462151,-0.07230866613486713,0.1729815828035029,0.009431030366239046,0.3636426939909644,47.74
0.32285834702747424,-0.16395825415600213,-0.1783942613060711,-0.08854262527533066,-0.21177588241805503,-0.12015668069325472,19.52
0.32430995377022476,-0.15980445874623556,-0.18056293124266865,-0.08666847441359017,-0.1855319045414722,-0.056509870879527885,31.35
0.32352839369759867,-0.15303762057202275,-0.18158520176700055,-0.08412477534110151,-0.1511629140648548,0.023829620037586166,38.5
0.3141184978239242,-0.135622880229469,-0.1783123277660838,-0.07877637147748623,-0.08242852091751428,0.17568954421247535,45.08
0.2854379850781241,-0.10341506918877323,-0.16326042889309322,-0.07071066650046626,0.014640881619711731,0.3728700832277687,47.82
0.26730958481169803,-0.15418633378244195,-0.159165452869711,-0.10753076203817262,-0.0995506257250441,-0.17311898822398655,15.44
0.26896858829170633,-0.14990060773760305,-0.16144901233574566,-0.10552055936049115,-0.07279894363132733,-0.10710855247773315,26.77
0.26868674283678873,-0.14294354440739598,-0.1626422323941802,-0.10265381130369758,-0.038578033927774334,-0.023472310405141618,33.73
0.2609968424683565,-0.1251673219839104,-0.15980187587374795,-0.09625766892339632,0.027294293683288312,0.13512790433855582,42.7
0.23648450930516896,-0.09278034090442226,-0.14575321990188544,-0.0860038340161301,0.11481261649360862,0.3410599262932984,45.84
0.20564225181254348,-0.13862201750499165,-0.13112651085634586,-0.12665940782380747,0.014449818727372415,-0.2216145124726702,17.22
0.20753574992215373,-0.1343410130164861,-0.13352969407103454,-0.12455523113568817,0.04106223252192085,-0.1547262032751183,29.93
0.20797055965171607,-0.12747860641727388,-0.13505211235649472,-0.12141818306846318,0.07423714702903167,-0.0696325425688875,29.65
0.202912084586232,-0.11016993867199164,-0.13337732573281952,-0.11406420868723682,0.13546287876625918,0.09261917481141214,36.97
0.1844825904920276,-0.07906442247629646,-0.12200043222625358,-0.10169560460559511,0.21143070946657871,0.3047368175387306,43.58
0.21348417644082657,-0.13351868427256042,-0.12004264017332635,-0.12675331154591668,0.006703928732346279,-0.21880465299356358,13.12
0.21534423462920171,-0.12928025850861646,-0.12247860119289079,-0.12465994354318002,0.033218659607718165,-0.15224779001832628,24.43
0.21569594363022576,-0.12252276739894079,-0.12414041028180824,-0.12153987199183039,0.06633740464904798,-0.06758771663825891,32.66
0.21035185104023085,-0.10555571001614993,-0.1230194732105656,-0.11422392654270871,0.12768362949153156,0.09386927513867166,36.64
0.19125487297714489,-0.07514104944710621,-0.11291980529769562,-0.10190139700927339,0.20431776282343586,0.30517561168996676,44.21
0.4134078284247858,-0.08359133800556527,-0.20409003962518196,-0.13104354992243758,-0.07746447946452209,-0.17676282003723112,13.62
0.4145653131913287,-0.07988341921659291,-0.20612316633198996,-0.12911385743288717,-0.052710576387391656,-0.11547362437257308,21.6
0.4130258939274605,-0.074309893507383,-0.2069407309082522,-0.12623571891894725,-0.021151580391866077,-0.03765843306334078,27.77
0.40092624359365875,-0.06100891695074527,-0.20314010854675446,-0.11942488088163866,0.03964628315327437,0.11127266535574008,35.57
0.3656387158349832,-0.0377737190487728,-0.18684115646818805,-0.10762409876909723,0.12147332776962388,0.30968129065134065,45.37
0.2887274966926675,-0.028298007423023935,-0.18632151605704944,-0.1048318824469826,-0.17272959043431427,-0.15192901672695824,7.32
0.290308854283291,-0.02446693817571656,-0.18850733006476045,-0.10282965463043056,-0.14568790722576846,-0.08593894044402414,21.5
0.2897647733321961,-0.019023110409381247,-0.18937113661490562,-0.09999268148705358,-0.1105536021868403,-0.0024885357924887518,31.27
0.28108728617046064,-0.006930634730168195,-0.18529003539402333,-0.09371261309434083,-0.04131580420901976,0.15526735312667886,43.5
0.25430631741669874,0.012358932758381624,-0.16838596890260288,-0.08373251330108795,0.05387391776076223,0.35907733007475917,48.67
0.34932765521123477,-0.03171016890895692,-0.1627374531996824,-0.09059189917617758,-0.27151124526846565,-0.10314200274780383,7.4
0.3506886386250303,-0.028063350249356606,-0.16493865649784,-0.08873881452994864,-0.2454511153172505,-0.04045649017686787,23.51
0.3496845342170094,-0.022877209416053618,-0.1661566694126076,-0.08621167831233699,-0.21092804979172777,0.03858533062029059,31.12
0.3394991766613995,-0.011289044928219513,-0.16371179062151242,-0.08085706971453036,-0.14064231516051354,0.18790449947421753,39.15
0.30891469093809465,0.007522253462275037,-0.15060254395281591,-0.07268168863319564,-0.03867255416189603,0.38200616770642615,48.15
0.26085605875845075,-0.14620063273014056,0.05400984491714975,0.16483538261872283,-0.10355895769131619,-0.1703210341636821,22.5
0.2625416228908283,-0.14191650629986818,0.05093375721521127,0.16585531705480555,-0.0766436625921014,-0.10395571881041085,34.67
0.26231629646455507,-0.13500611137594198,0.047149691273639605,0.16541944537507597,-0.04218673962277868,-0.019903118468874076,34.74
0.25481110369370163,-0.11746402904296517,0.04031724252345653,0.15941235422234246,0.024187176198347544,0.13931162332051733,45.08
0.23074971044116904,-0.08572479818633731,0.03214822326974569,0.14113449151881136,0.11238556940811908,0.3455091233068057,48.97
0.3107382342960378,-0.13142101347346752,0.069323018099628,0.1676726151765588,-0.1796402282029384,-0.13510483382137614,23.14
0.3122322793547963,-0.12735792834396414,0.06629790049870993,0.16867533054280354,-0.15339117065326274,-0.07113298742862806,41.89
0.3115678576172516,-0.12092330478256293,0.06245985945150586,0.16831088395102078,-0.11923642550271465,0.00971246312496208,48.28
0.3025796954670283,-0.10480498358666394,0.05514838114342127,0.1626795436415488,-0.05160161480987406,0.1627663742705026,51.04
0.27490742989046707,-0.07570017340301179,0.04554347773897512,0.14513922778878796,0.04252810894599497,0.36186361458146465,55.64
0.24354038900780078,-0.14624829730665256,0.05676397375684389,0.1597887542272004,-0.07350775877944633,-0.1835288357646756,22.95
0.24529485476520307,-0.14192531207583547,0.053654228365614,0.1608289677175076,-0.046495248324919025,-0.11660100603374499,35.23
